title,artist,link
Camel (Unknown),Margaret Clyde,https://collections.ed.ac.uk/art/record/21692?highlight=*:*
Portrait (1956),Unknown,https://collections.ed.ac.uk/art/record/21256?highlight=*:*
Unknown (Unknown),Margaret Clyde,https://collections.ed.ac.uk/art/record/21879?highlight=*:*
Domestic Landscape I (2005),Giedre Karsokiene,https://collections.ed.ac.uk/art/record/99969?highlight=*:*
Untitled (1964),Carole Danielson,https://collections.ed.ac.uk/art/record/22483?highlight=*:*
Untitled - Nude Female Standing (1964),Eleanor Maiden,https://collections.ed.ac.uk/art/record/99360?highlight=*:*
Untitled (1967),Helen Pollock,https://collections.ed.ac.uk/art/record/22028?highlight=*:*
Portrait miniatures in a frame (Unknown),Unknown,https://collections.ed.ac.uk/art/record/20623?highlight=*:*
Portrait of a Woman (1964),Peter Pretsell,https://collections.ed.ac.uk/art/record/21420?highlight=*:*
"A PHP Error was encountered Severity: Warning Message: Undefined array key ""dctitleen"" Filename: views/search_results.php Line Number: 98 A PHP Error was encountered Severity: Warning Message: Trying to access array offset on null Filename: views/search_results.php Line Number: 98 (1967)",Dorothy Campsie,https://collections.ed.ac.uk/art/record/112304?highlight=*:*
Untitled (1969),James Fleming,https://collections.ed.ac.uk/art/record/22489?highlight=*:*
Wall hanging (1939),Unknown,https://collections.ed.ac.uk/art/record/100009?highlight=*:*
Riders from West Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20663?highlight=*:*
Untitled (1963),Irene Thomson,https://collections.ed.ac.uk/art/record/22016?highlight=*:*
Edinburgh Old Town Cityscape (1950),Alastair Flattely,https://collections.ed.ac.uk/art/record/21375?highlight=*:*
Seated Male Nude (1955),Rosemary Gray,https://collections.ed.ac.uk/art/record/21188?highlight=*:*
Untitled - Two Women (1961),Gavin Waddell,https://collections.ed.ac.uk/art/record/99455?highlight=*:*
The Bone Orchard,Alastair Flattely,https://collections.ed.ac.uk/art/record/21498?highlight=*:*
Seated Male (1955-1956),Eric Ritchie,https://collections.ed.ac.uk/art/record/20801?highlight=*:*
Untitled (1965),Laura McPherson,https://collections.ed.ac.uk/art/record/99390?highlight=*:*
Untitled (2002),Michelle Samour,https://collections.ed.ac.uk/art/record/99941?highlight=*:*
West Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20673?highlight=*:*
Seated Female Nude (1959),W Bryden,https://collections.ed.ac.uk/art/record/21107?highlight=*:*
Seated Female Nude on Chair (Unknown),Kirkland Main,https://collections.ed.ac.uk/art/record/123770?highlight=*:*
Untitled - Five Miners (1963),Felicity J Bostock,https://collections.ed.ac.uk/art/record/99372?highlight=*:*
Untitled - Figure Drawing of Semi-Nude Male with Water Jug (1964),Gordon Bryce,https://collections.ed.ac.uk/art/record/99284?highlight=*:*
West Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20675?highlight=*:*
Standing Nude (1952),Mollie E N Langlands,https://collections.ed.ac.uk/art/record/21018?highlight=*:*
Riders from the North Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20700?highlight=*:*
Female Nude Adjusting Shoe (Recto)/ Seated Female Nude (Verso) (1948),John Thompson,https://collections.ed.ac.uk/art/record/20843?highlight=*:*
Untitled (1967),Kirkland Main,https://collections.ed.ac.uk/art/record/21872?highlight=*:*
Untitled - Street View of Rooftops and Chimneys (1967-1968),Eileen E M Lawrence,https://collections.ed.ac.uk/art/record/99260?highlight=*:*
Life Float and Boat,Ashley McCormick,https://collections.ed.ac.uk/art/record/21478?highlight=*:*
House in a Landscape,Unknown,https://collections.ed.ac.uk/art/record/21501?highlight=*:*
Skeleton and Flowers (1958-1959),Peter Standen,https://collections.ed.ac.uk/art/record/20794?highlight=*:*
Untitled (1969),James Fleming,https://collections.ed.ac.uk/art/record/22491?highlight=*:*
Portrait of a Man (1959),Grace Nichol,https://collections.ed.ac.uk/art/record/21119?highlight=*:*
Untitled (1981),Jo de Pear,https://collections.ed.ac.uk/art/record/21922?highlight=*:*
Seated Male Nude (1950s),John Houston,https://collections.ed.ac.uk/art/record/21044?highlight=*:*
3 Paps of Jura (Unknown),Catherine Orbach,https://collections.ed.ac.uk/art/record/21981?highlight=*:*
Drawing of Monaghan (1955),Edith Duke,https://collections.ed.ac.uk/art/record/21217?highlight=*:*
A Cup Of Wine Together Will Make Us Glad- And A Little Friendship Is No Little Matter (1985),Elaine M. Stenning,https://collections.ed.ac.uk/art/record/99334?highlight=*:*
Portrait of a Man (Side View) (1958),Peter Standen,https://collections.ed.ac.uk/art/record/20864?highlight=*:*
Peacock Study (1962-1963),Lesley M. Johns,https://collections.ed.ac.uk/art/record/99331?highlight=*:*
Untitled,Jean M. A. Conacher,https://collections.ed.ac.uk/art/record/112352?highlight=*:*
Portrait of a Woman (1958),Dorothy Durward,https://collections.ed.ac.uk/art/record/20954?highlight=*:*
Untitled - Portrait of Woman in Profile (1963),Gordon Bryce,https://collections.ed.ac.uk/art/record/99327?highlight=*:*
Portrait of a Man (1939-1940),James Gordon,https://collections.ed.ac.uk/art/record/21096?highlight=*:*
Untitled (2003),Gillian Curry,https://collections.ed.ac.uk/art/record/99927?highlight=*:*
Portrait of Seated Woman (1965),William Gillon,https://collections.ed.ac.uk/art/record/21343?highlight=*:*
Portrait of a Woman (1959),Barbara Strachan,https://collections.ed.ac.uk/art/record/20869?highlight=*:*
Horses from South Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20732?highlight=*:*
Plate (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53714?highlight=*:*
Portrait of a Standing Woman (1950),Edward Stratton,https://collections.ed.ac.uk/art/record/20825?highlight=*:*
Portrait of a Woman Seated (1958),Richard McNeill,https://collections.ed.ac.uk/art/record/20893?highlight=*:*
Dušan Jovanović: Vojna Tajna (1983),Boris Bućan,https://collections.ed.ac.uk/art/record/22032?highlight=*:*
Fragment of ornament (right angle with foliage),Unknown,https://collections.ed.ac.uk/art/record/20564?highlight=*:*
Interior Scene of a Bar (1950),Alastair Flattely,https://collections.ed.ac.uk/art/record/21373?highlight=*:*
Nettleton (1977),"Eduardo Luigi Paolozzi KBE, RA",https://collections.ed.ac.uk/art/record/21698?highlight=*:*
Edinburgh College of Art Main Building,Takahiro Iwasaki,https://collections.ed.ac.uk/art/record/53473?highlight=*:*
Untitled (1969),Moira Johnson,https://collections.ed.ac.uk/art/record/22021?highlight=*:*
ça et là au bord de la mer (Jul 1993),Jane Watt,https://collections.ed.ac.uk/art/record/21955?highlight=*:*
Black and White Abstract (1956),Eric Ritchie,https://collections.ed.ac.uk/art/record/20802?highlight=*:*
Portrait of a Woman with Red Hair (1963),Roger Cameron,https://collections.ed.ac.uk/art/record/21320?highlight=*:*
Untitled,Peter Picket,https://collections.ed.ac.uk/art/record/112449?highlight=*:*
Two Views of a Reclining Male Nude (1960),Kenneth R Wheatley,https://collections.ed.ac.uk/art/record/20858?highlight=*:*
Untitiled (1934),A. Patterson Barclay,https://collections.ed.ac.uk/art/record/21803?highlight=*:*
Male Nude in pose of Rodin's 'Thinker' (1957),Hylda M Sutcliffe,https://collections.ed.ac.uk/art/record/20830?highlight=*:*
In''Head (1973),Catherine Freeland,https://collections.ed.ac.uk/art/record/112355?highlight=*:*
Townscape in Snow (1980s),Paul Furneaux,https://collections.ed.ac.uk/art/record/21434?highlight=*:*
Untitled (1961),Norma Kirk,https://collections.ed.ac.uk/art/record/22010?highlight=*:*
Untitled (Unknown),[Unknown] Black,https://collections.ed.ac.uk/art/record/22022?highlight=*:*
"Mountains, Arran (Unknown)",Catherine Orbach,https://collections.ed.ac.uk/art/record/21968?highlight=*:*
Untitled - Drawing in Profile of a Sitting Woman (1980),Carolyn S Byres,https://collections.ed.ac.uk/art/record/99425?highlight=*:*
Urban Scene,Paul J Donaldson,https://collections.ed.ac.uk/art/record/21446?highlight=*:*
"Metope 7, from entablature of the Parthenon (1837)",NA,https://collections.ed.ac.uk/art/record/20642?highlight=*:*
"fig.1 Destination, fig 2 Time - 10.35 pm (1984)",Andrew Binnie,https://collections.ed.ac.uk/art/record/99466?highlight=*:*
Untitled - Print of Figures Lying in a Garden (1962),Ann F Ward,https://collections.ed.ac.uk/art/record/99337?highlight=*:*
Abstract (Unknown),Mark Harris,https://collections.ed.ac.uk/art/record/21660?highlight=*:*
Untitled - Life Drawing of Reclining Female in Dress (1962),Isobel T Johnstone,https://collections.ed.ac.uk/art/record/99251?highlight=*:*
Untitled (2007),Malin Johanson,https://collections.ed.ac.uk/art/record/99977?highlight=*:*
Ergastines from East Frieze of the Parthenon,NA,https://collections.ed.ac.uk/art/record/20686?highlight=*:*
Seated Female Nude (1959),John O'Neill,https://collections.ed.ac.uk/art/record/21155?highlight=*:*
Autumn (1962),Robert S. Crozier,https://collections.ed.ac.uk/art/record/112310?highlight=*:*
Untitled,Gwyneth Duff,https://collections.ed.ac.uk/art/record/112450?highlight=*:*
Untitled,Robert Maclaurin,https://collections.ed.ac.uk/art/record/111033?highlight=*:*
Bournemouth (Rock Roses Out) (1966),Kathleen Russell,https://collections.ed.ac.uk/art/record/99523?highlight=*:*
Seated Male Nude,Unknown,https://collections.ed.ac.uk/art/record/21509?highlight=*:*
Self Portrait (1956),Rose Rifat,https://collections.ed.ac.uk/art/record/21189?highlight=*:*
Untitled (1983),Pauline Cumming,https://collections.ed.ac.uk/art/record/21899?highlight=*:*
Riders from the West Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20668?highlight=*:*
Standing Woman (1950),John Parnell,https://collections.ed.ac.uk/art/record/21067?highlight=*:*
Tajna Crne Ruke (1983),Boris Bućan,https://collections.ed.ac.uk/art/record/22030?highlight=*:*
Portrait of a Woman Standing (1957),Rosemary Bagshawe,https://collections.ed.ac.uk/art/record/21221?highlight=*:*
House and Garden,Colin Campbell,https://collections.ed.ac.uk/art/record/21435?highlight=*:*
'Heroes' and 'Gods' East Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20682?highlight=*:*
Seated Male Nude (Sean Connery) (1952),Ian Lawson,https://collections.ed.ac.uk/art/record/21418?highlight=*:*
High St. Harlesden (1964-1965),Gordon Bryce,https://collections.ed.ac.uk/art/record/99283?highlight=*:*
Farmer with Scythe (1950s),John Houston,https://collections.ed.ac.uk/art/record/21048?highlight=*:*
Seated Female Nude (1959),R Williamson,https://collections.ed.ac.uk/art/record/20951?highlight=*:*
Standing Female Nude (1948),Victorine Anne Schilsky,https://collections.ed.ac.uk/art/record/20833?highlight=*:*
Gothic figure of a deacon,NA,https://collections.ed.ac.uk/art/record/20604?highlight=*:*
Two Women,J Nicoll,https://collections.ed.ac.uk/art/record/21473?highlight=*:*
Reclining Woman (1950),Thomas Murray,https://collections.ed.ac.uk/art/record/21072?highlight=*:*
Bust of the Prima Porta Augustus Caesar (Post 1863),Unknown,https://collections.ed.ac.uk/art/record/20549?highlight=*:*
Jug (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/122539?highlight=*:*
"Head of a Young Girl, 1465 (Unknown)",Unknown,https://collections.ed.ac.uk/art/record/20570?highlight=*:*
Untitled (1966),Helen G. S Forde,https://collections.ed.ac.uk/art/record/99814?highlight=*:*
Portrait of Two Heads (1952),Ian Lawson,https://collections.ed.ac.uk/art/record/21015?highlight=*:*
Replica cast (brown) of Partheon slab PF045 US09,Unknown,https://collections.ed.ac.uk/art/record/20658?highlight=*:*
La bohème (1984),Boris Bućan,https://collections.ed.ac.uk/art/record/22034?highlight=*:*
Performing Labour II (2019),Aisling Ward,https://collections.ed.ac.uk/art/record/113778?highlight=*:*
Landscape near Florence (DEC 1955),John P Busby,https://collections.ed.ac.uk/art/record/21383?highlight=*:*
Unknown (1952),Rosemary Bagshaw,https://collections.ed.ac.uk/art/record/53516?highlight=*:*
Untitled,Kathleen Russell,https://collections.ed.ac.uk/art/record/99524?highlight=*:*
Fiddlers (1952),Walter Rogalski,https://collections.ed.ac.uk/art/record/21656?highlight=*:*
Portrait of a Woman (1957),Unknown,https://collections.ed.ac.uk/art/record/21257?highlight=*:*
Seated Female Nude (1968),Alan T. Johnston,https://collections.ed.ac.uk/art/record/21424?highlight=*:*
Standing Male Nude (28 NOV 1956),James Nicholson,https://collections.ed.ac.uk/art/record/21153?highlight=*:*
Small Landscape (1946),Dorothy M. Peach,https://collections.ed.ac.uk/art/record/21069?highlight=*:*
Welshness Interviews (2022-2023),Ffion Williams,https://collections.ed.ac.uk/art/record/123693?highlight=*:*
Architectural Drawing,Adri C Chrichton,https://collections.ed.ac.uk/art/record/21514?highlight=*:*
Maize III (1979),Penelope Low,https://collections.ed.ac.uk/art/record/99472?highlight=*:*
Untitled (1955),Alan Bartram,https://collections.ed.ac.uk/art/record/99828?highlight=*:*
Seated Male Nude with Foot Resting on Stool (1961),Plehakraborty,https://collections.ed.ac.uk/art/record/21296?highlight=*:*
Portrait of a Man (19 NOV 1958),A Robson,https://collections.ed.ac.uk/art/record/20936?highlight=*:*
Portrait of a Woman (1939-1940),Robert A Campbell,https://collections.ed.ac.uk/art/record/21129?highlight=*:*
Portrait of a Standing Woman (07 FEB 1957),Albert Robson,https://collections.ed.ac.uk/art/record/20814?highlight=*:*
Reclining Male Nude (1957),William J. Dungate,https://collections.ed.ac.uk/art/record/20964?highlight=*:*
"Metope 1, south entablature, Parthenon (1837)",NA,https://collections.ed.ac.uk/art/record/20639?highlight=*:*
Portrait of a Man (1960),John Johnstone,https://collections.ed.ac.uk/art/record/21357?highlight=*:*
Espresso Saucer (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53684?highlight=*:*
Seated Female Nude (1954),D Stewart Lowdon,https://collections.ed.ac.uk/art/record/21241?highlight=*:*
The Stone of Orkney (2012),Teruo Isomi,https://collections.ed.ac.uk/art/record/21366?highlight=*:*
Central Park in the Dark Some 40 Years Ago (1974-1976),"Eduardo Luigi Paolozzi KBE, RA",https://collections.ed.ac.uk/art/record/21000?highlight=*:*
Untitled,John Kieran,https://collections.ed.ac.uk/art/record/112499?highlight=*:*
Untitled (2002),Sarah Jamieson,https://collections.ed.ac.uk/art/record/99946?highlight=*:*
Standing Male Nude (1959),Kenneth Dingwall,https://collections.ed.ac.uk/art/record/21332?highlight=*:*
Seated Male Nude on Stool (1955),J Salter,https://collections.ed.ac.uk/art/record/21193?highlight=*:*
Portrait of a Woman (1939),Betty M. Ferguson,https://collections.ed.ac.uk/art/record/21130?highlight=*:*
Man with Woman Smoking (1964),Kirkland Main,https://collections.ed.ac.uk/art/record/22549?highlight=*:*
Modulated Joy #1 (2016),Ed Compson,https://collections.ed.ac.uk/art/record/99267?highlight=*:*
Portrait of a Woman (19 JAN 1953),Mary C. A. Edmond,https://collections.ed.ac.uk/art/record/21197?highlight=*:*
Untitled (1967),June Hanlon,https://collections.ed.ac.uk/art/record/22019?highlight=*:*
Tree-lined Lane,Garry Marshall,https://collections.ed.ac.uk/art/record/21431?highlight=*:*
Untitled (Unknown),Robert Henderson Blyth,https://collections.ed.ac.uk/art/record/21689?highlight=*:*
Two Standing Nudes in a Landscape (1951),James P W Syme,https://collections.ed.ac.uk/art/record/20835?highlight=*:*
Baroque Nude (1959),Alan Alexander,https://collections.ed.ac.uk/art/record/21092?highlight=*:*
Stairs,Scott Lawrie,https://collections.ed.ac.uk/art/record/21515?highlight=*:*
Plate (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53709?highlight=*:*
Aeschylus and Socrates (1975),"Eduardo Luigi Paolozzi KBE, RA",https://collections.ed.ac.uk/art/record/21700?highlight=*:*
Standing Male Nude (Circa 1939),Alistair W McCheyne,https://collections.ed.ac.uk/art/record/21085?highlight=*:*
Standing Female Nude (1954),Elizabeth Blackadder,https://collections.ed.ac.uk/art/record/21406?highlight=*:*
Performing Labour in an Industrial Setting I (2020),Aisling Ward,https://collections.ed.ac.uk/art/record/113775?highlight=*:*
Portrait of a Woman (1962),Hope,https://collections.ed.ac.uk/art/record/21281?highlight=*:*
Interior and Window (1971),Karol Prentice,https://collections.ed.ac.uk/art/record/21364?highlight=*:*
Kneeling Female Nude (1959),Jean I. Beattie,https://collections.ed.ac.uk/art/record/20924?highlight=*:*
Orkney Totem (1980),Reinhard Behrens,https://collections.ed.ac.uk/art/record/21690?highlight=*:*
Untitled - Man in Glasses Reading (1985),Sophie J Brown,https://collections.ed.ac.uk/art/record/99424?highlight=*:*
Standing Male Nude (1953),Allan Sutherland,https://collections.ed.ac.uk/art/record/20979?highlight=*:*
Abstract Still Life with Jug and Fruit Bowl (1959),Denness Morton,https://collections.ed.ac.uk/art/record/21080?highlight=*:*
